29.61, 6.34, 27.955
35.2, 4.76, 27.118
22.18, 4.91, 30.042
26.68, 5.47, 28.743
21.9, 6.03, 29.355
22.08, 6.13, 37.015
26.43, 3.15, 31.147
20.49, 5.01, 29.844
10.36, 10.04, 30.02
10.37, 10.63, 315.823
